code_metier,code_competence,poids,niveau_requis,est_actif,date_creation,date_mise_a_jour
OP012,COMP73,2.0,2.0,true,2025-09-03 13:57:01,2025-09-11 08:06:06
OP012,COMP77,2.0,3.0,true,2025-09-03 13:57:01,2025-09-11 08:06:01
OP012,COMP80,2.0,2.0,true,2025-09-03 13:57:01,2025-09-11 08:06:17
OP013,COMP100,2.0,2.0,true,2025-09-03 13:56:21,2025-09-11 07:29:43
OP013,COMP101,2.0,4.0,true,2025-09-03 13:56:21,2025-09-11 07:29:39
OP013,COMP136,2.0,4.0,true,2025-09-03 13:56:21,2025-09-11 07:29:40
OP013,COMP137,2.0,4.0,true,2025-09-03 13:56:21,2025-09-11 07:29:42
OP013,COMP464,2.0,2.0,true,2025-09-03 13:56:21,2025-09-11 07:29:45
OP013,COMP474,2.0,3.0,true,2025-09-03 13:56:21,2025-09-11 07:29:47
OP013,COMP521,2.0,3.0,true,2025-09-03 13:56:22,2025-09-11 07:29:50
OP013,COMP538,2.0,3.0,true,2025-09-03 13:56:22,2025-09-11 07:29:48
OP013,COMP552,2.0,4.0,true,2025-09-03 13:56:22,2025-09-11 07:29:52
OP013,COMP579,2.0,3.0,true,2025-09-03 13:56:22,2025-09-11 07:29:57
OP013,COMP581,2.0,3.0,true,2025-09-03 13:56:22,2025-09-11 07:30:02
OP013,COMP583,2.0,4.0,true,2025-09-03 13:56:22,2025-09-11 07:30:00
OP013,COMP585,2.0,3.0,true,2025-09-03 13:56:22,2025-09-11 07:29:53
OP013,COMP589,2.0,3.0,true,2025-09-03 13:56:22,2025-09-11 07:29:55
OP013,COMP594,2.0,3.0,true,2025-09-03 13:56:22,2025-09-11 07:29:58
OP013,COMP61,2.0,2.0,true,2026-02-25 05:18:38,2026-02-25 05:19:23
OP013,COMP97,2.0,4.0,true,2025-09-03 13:56:21,2025-09-11 07:29:37
OP014,COMP100,2.0,3.0,true,2025-09-03 13:56:44,2025-09-11 07:49:25
OP014,COMP116,2.0,2.0,true,2026-02-25 05:25:44,2026-02-25 05:26:08
OP014,COMP155,2.0,3.0,true,2025-09-03 13:56:44,2025-09-11 07:49:14
OP014,COMP156,2.0,2.0,true,2025-09-03 13:56:44,2025-09-11 07:49:17
OP014,COMP157,2.0,2.0,true,2025-09-03 13:56:44,2025-09-11 07:49:32
OP014,COMP29,2.0,2.0,true,2026-02-25 05:24:37,2026-02-25 05:25:53
OP014,COMP450,2.0,2.0,true,2025-09-03 13:56:44,2025-09-11 07:49:49
OP014,COMP459,2.0,3.0,true,2025-09-03 13:56:45,2025-09-11 07:50:08
OP014,COMP487,2.0,3.0,true,2025-09-03 13:56:44,2025-09-11 07:49:46
OP014,COMP489,2.0,3.0,true,2025-09-03 13:56:44,2025-09-11 07:49:53
OP014,COMP509,2.0,2.0,true,2025-09-03 13:56:44,2025-09-11 07:49:57
OP014,COMP520,2.0,2.0,true,2025-09-03 13:56:44,2025-09-11 07:49:42
