code_competence,nom_competence,id_categorie_detention,date_mise_a_jour
COMP137,"Expertise en transport, logistique, flux et transit international",poorly_held,2025-09-03 13:38:05
COMP239,"Connaissances des outils de Business Intelligence (Power bi, Tableur)",poorly_held,2025-09-03 13:38:11
COMP451,"Accueillir une personne, un groupe, du public",moderately_held,2025-09-03 13:38:31
COMP605,"Adaptabilité - Aptitude à ajuster ses méthodes et comportements face aux changements ou aux imprévus, en maintenant efficacité et motivation",moderately_held,2025-09-03 13:38:50
COMP438,Connaissance d'un outil de gestion des tickets.,poorly_held,2026-02-03 23:56:21
COMP153,Connaissance en méthode d'ingénierie de formation et de gestion de projet,poorly_held,2025-09-03 13:38:06
COMP488,Convaincre,moderately_held,2025-09-03 13:38:35
COMP113,Connaissance des métiers de l'Office,poorly_held,2025-09-03 13:38:04
COMP366,"Règles budgétaires, comptables et fiscales d'un établissement public,",poorly_held,2025-09-03 13:38:22
COMP72,Culture pluridisciplinaire,moderately_held,2026-02-04 04:36:20
COMP4,Utilisation des logiciels spécialisés en approvisionnement et logistique,poorly_held,2025-09-03 13:38:01
COMP423,Notions en informatique de réseau.,poorly_held,2025-09-03 13:38:28
COMP26,Comptabilité publique,moderately_held,2025-12-15 04:17:17
COMP230,Techniques de management,moderately_held,2026-02-25 04:46:51
COMP238,"Utilisation de Python ( Librairies Pandas, Numpy, Matplotlib, Seaborn, Sichit learn, Machinelearning)",poorly_held,2025-09-03 13:38:11
COMP568,"Transmettre un savoir, une technique, une compétence",well_held,2025-09-03 13:38:45
COMP355,Techniques d'entretiens,poorly_held,2025-09-03 13:38:21
COMP546,Pratiquer son art,well_held,2025-09-03 13:38:42
COMP464,"Appliquer une règle, une procédure, un dispositif",well_held,2025-09-03 13:38:32
COMP446,Connaissance dans les domaines de l'infrastructure matérielle et des réseaux,poorly_held,2025-09-03 13:38:30
COMP449,"Accompagner une personne, un groupe",well_held,2025-09-03 13:38:30
COMP329,Méthodes de colisage,poorly_held,2025-09-03 13:38:19
COMP604,"Esprit d'équipe - Capacité à favoriser la cohésion, la collaboration et l'engagement des membres pour atteindre les objectifs collectifs",moderately_held,2025-09-03 13:38:49
COMP531,Mener une médiation,well_held,2025-09-03 13:38:40
COMP443,bonne pratique d'organisation de la production informatique (ITIL),poorly_held,2025-09-03 13:38:30
COMP472,"Capitaliser une expérience, une connaissance",moderately_held,2025-09-03 13:38:33
COMP440,Connaissance des logiciels Microsoft,poorly_held,2026-02-03 23:57:23
COMP247,Sciences humaines et sociales,poorly_held,2026-01-20 23:30:17
COMP437,Gestion du stress et mécontentement client,poorly_held,2026-02-26 00:28:02
COMP481,Conduire un entretien,moderately_held,2025-09-03 13:38:34
COMP58,Techniques de gestion de projets,well_held,2026-03-09 06:03:23
COMP558,Rendre compte,well_held,2025-09-03 13:38:43
COMP28,"Notions de droit civil, administratif et public.",poorly_held,2025-09-03 13:38:01
COMP454,Analyser un besoin,well_held,2025-09-03 13:38:31
COMP539,"Organiser une activité, une réunion, un événement",poorly_held,2025-09-03 13:38:41
COMP108,"Outils logiciels de supervision d'installations photovoltaïques, de pilotage énergétique, de bureautique et d'applications informatiques (Autocad et MS Project) ;",poorly_held,2025-09-03 13:38:04
COMP406,"Connaissance de l'écosystème interne OPT-NC, et externe liés aux métiers",poorly_held,2025-09-03 13:38:26
COMP484,"Conseiller une personne, un groupe",well_held,2025-09-03 13:38:34
COMP381,Outils de pilotage opérationnel des activités (tableaux de bord) et de planification de projets.,poorly_held,2025-09-03 13:38:23
COMP448,Connaissances des architectures logicielles actuelles (micro-services),poorly_held,2025-09-03 13:38:30
COMP501,Ecouter,well_held,2025-09-03 13:38:36
COMP519,Gérer un budget,moderately_held,2025-09-03 13:38:38
COMP495,Détecter,poorly_held,2025-09-03 13:38:36
COMP17,Technologies de virtualisation et de programmation réseau,poorly_held,2025-09-03 13:38:01
COMP441,Connaissance de premier niveau en réseau informatique,poorly_held,2026-02-03 23:44:46
COMP442,Administration systèmes et réseaux,poorly_held,2025-09-03 13:38:30
COMP478,"Concevoir un support, un document",poorly_held,2025-09-03 13:38:34
COMP304,Communication écrite et orale,poorly_held,2025-09-03 13:38:16
COMP521,Gérer une relation client,well_held,2025-09-03 13:38:39
COMP285,"Techniques de bâtiment, second oeuvre",poorly_held,2025-09-03 13:38:15
COMP594,Faculté d'adaptation,well_held,2025-09-03 13:38:48
COMP27,Réglementation des marchés publics,well_held,2025-09-03 13:38:01
COMP499,"Diffuser une information, une publication",well_held,2025-09-03 13:38:36
COMP173,Maitriser la règlementation liée aux produits et services commercialisées par l'office,moderately_held,2025-09-03 13:38:07
COMP188,"Connaissances des principaux systèmes d'exploitation, SGBD et langages Java, Javascript, PL/SQL...",poorly_held,2025-09-03 13:38:08
COMP386,Maitrise des outils de gestion de projets,poorly_held,2025-09-03 13:38:24
COMP421,Configurations usuelles matérielles et systèmes des postes clients.,poorly_held,2025-09-03 13:38:27
COMP469,Assurer une maintenance,moderately_held,2025-09-03 13:38:32
COMP48,Maitriser les outils de monitoring,poorly_held,2025-09-03 13:38:02
COMP258,Maitrise de Python,poorly_held,2025-09-03 13:38:13
COMP5,"Méthodes d'ingénierie logicielles et de gestion de projets,",poorly_held,2025-09-03 13:38:01
COMP555,Rédiger un acte juridique,poorly_held,2025-09-03 13:38:43
COMP479,Concilier les besoins de l'agent et de l'organisation,well_held,2025-09-03 13:38:34
COMP599,Sens du service public,well_held,2025-09-03 13:38:49
COMP470,Assurer une maîtrise d'ouvrage,moderately_held,2025-09-03 13:38:33
COMP68,PostgreSQL,poorly_held,2025-11-18 23:34:23
COMP106,"Technologies en matière d'électricité, de climatisation, d'énergie renouvelable ;",poorly_held,2025-09-03 13:38:04
COMP510,Expertiser,moderately_held,2025-09-03 13:38:37
COMP287,Réglementations des établissements recevant du public (ERP).,poorly_held,2025-09-03 13:38:15
COMP343,Générale des technologies associées aux réseaux et aux services.,poorly_held,2025-09-03 13:38:20
COMP376,"Connaissances de systèmes d'exploitation AS/400, UNIX/LINUX, Windows",poorly_held,2025-09-03 13:38:23
COMP570,Travailler en mode projet,moderately_held,2025-09-03 13:38:45
COMP350,Processus ITIL,poorly_held,2025-09-03 13:38:20
COMP496,Diagnostiquer,well_held,2025-09-03 13:38:36
COMP67,"Environnements/frameworks: o Linux, Windows o Java/J2EE, TypeScript/Javascript, SpringBoot, Angular, IONIC, Bootstrap, Gitlab, Github, Jenkins, SonarQube, Artifactory, Ansible/Tower",poorly_held,2025-09-03 13:38:02
COMP88,Connaissance des réseaux sociaux et site web,poorly_held,2026-02-26 00:28:02
COMP388,Gérer des risques,poorly_held,2025-09-03 13:38:24
COMP196,Principes de la commande publique,poorly_held,2026-03-15 23:12:50
COMP318,"Connaissance des méthodologies de gestion de projet (PMP, PMI, Prince 2, Agile...),",poorly_held,2025-09-03 13:38:18
COMP377,"Connaissances des systèmes de gestion de SGBD Oracle, MySQL et du langage PL/SQL",poorly_held,2025-09-03 13:38:23
COMP57,Réglementation des télécommunications.,poorly_held,2026-02-25 23:48:57
COMP90,Etre force de proposition,poorly_held,2025-09-03 13:38:03
COMP391,"Procédures, normes et standards d'exploitation",poorly_held,2025-09-03 13:38:24
COMP459,"Analyser une information, une donnée, une situation, un dispositif",well_held,2025-09-03 13:38:31
COMP540,Passer un marché,well_held,2025-09-03 13:38:41
COMP586,Avoir l'esprit d'équipe,well_held,2026-01-14 03:23:17
COMP487,Contrôler,well_held,2025-09-03 13:38:35
COMP320,Coordination d'équipes de testeurs,poorly_held,2025-09-03 13:38:18
COMP393,Sécurité des systèmes d'information,poorly_held,2025-09-03 13:38:25
COMP286,Techniques de métré.,poorly_held,2025-09-03 13:38:15
